dwaCode	title	fileName	action	object	iwaCode	iwaTitle	workActivityCode	workActivityName	taskMappings
4.A.2.b.1.I01.D05	Calculate shipping costs.	CalculateShippingCosts	Calculate	Shipping Costs	4.A.2.b.1.I01	Determine values or prices of goods or services	4.A.2.b.1	Making Decisions and Solving Problems	7
4.A.2.b.1.I01.D06	Estimate costs of goods or services.	EstimateCostsGoodsServices	Estimate	Costs Goods Services	4.A.2.b.1.I01	Determine values or prices of goods or services	4.A.2.b.1	Making Decisions and Solving Problems	12
4.A.2.b.1.I01.D07	Calculate costs of goods or services.	CalculateCostsGoodsServices	Calculate	Costs Goods Services	4.A.2.b.1.I01	Determine values or prices of goods or services	4.A.2.b.1	Making Decisions and Solving Problems	30
4.A.2.b.1.I02.D01	Determine causes of operational problems or failures.	DetermineCausesOperationalProblemsFailures	Determine	Causes Operational Problems Failures	4.A.2.b.1.I02	Diagnose system or equipment problems	4.A.2.b.1	Making Decisions and Solving Problems	7
4.A.2.b.1.I02.D02	Troubleshoot equipment or systems operation problems.	TroubleshootEquipmentSystemsOperationProblems	Troubleshoot	Equipment Systems Operation Problems	4.A.2.b.1.I02	Diagnose system or equipment problems	4.A.2.b.1	Making Decisions and Solving Problems	14
4.A.2.b.1.I02.D03	Diagnose equipment malfunctions.	DiagnoseEquipmentMalfunctions	Diagnose	Equipment Malfunctions	4.A.2.b.1.I02	Diagnose system or equipment problems	4.A.2.b.1	Making Decisions and Solving Problems	9
4.A.2.b.1.I03.D01	Authorize construction activities.	AuthorizeConstructionActivities	Authorize	Construction Activities	4.A.2.b.1.I03	Authorize business activities or transactions	4.A.2.b.1	Making Decisions and Solving Problems	2
4.A.2.b.1.I03.D02	Authorize financial actions.	AuthorizeFinancialActions	Authorize	Financial Actions	4.A.2.b.1.I03	Authorize business activities or transactions	4.A.2.b.1	Making Decisions and Solving Problems	8
4.A.2.b.1.I03.D03	Authorize payments to settle legal disputes.	AuthorizePaymentsSettleLegalDisputes	Authorize	Payments Settle Legal Disputes	4.A.2.b.1.I03	Authorize business activities or transactions	4.A.2.b.1	Making Decisions and Solving Problems	4
4.A.2.b.1.I03.D04	Approve expenditures.	ApproveExpenditures	Approve	Expenditures	4.A.2.b.1.I03	Authorize business activities or transactions	4.A.2.b.1	Making Decisions and Solving Problems	15
4.A.2.b.1.I04.D01	Determine metal or plastic production methods.	DetermineMetalPlasticProductionMethods	Determine	Metal Plastic Production Methods	4.A.2.b.1.I04	Determine operational methods or procedures	4.A.2.b.1	Making Decisions and Solving Problems	6
4.A.2.b.1.I04.D02	Determine appropriate locations for operations or installations.	DetermineAppropriateLocationsOperationsInstallatio	Determine	Appropriate Locations Operations Installations	4.A.2.b.1.I04	Determine operational methods or procedures	4.A.2.b.1	Making Decisions and Solving Problems	6
4.A.2.b.1.I04.D03	Determine operational methods.	DetermineOperationalMethods	Determine	Operational Methods	4.A.2.b.1.I04	Determine operational methods or procedures	4.A.2.b.1	Making Decisions and Solving Problems	15
4.A.2.b.1.I04.D04	Determine operational procedures.	DetermineOperationalProcedures	Determine	Operational Procedures	4.A.2.b.1.I04	Determine operational methods or procedures	4.A.2.b.1	Making Decisions and Solving Problems	8
4.A.2.b.1.I04.D05	Determine methods to minimize environmental impact of activities.	DetermineMethodsMinimizeEnvironmentalImpact	Determine	Methods Minimize Environmental Impact	4.A.2.b.1.I04	Determine operational methods or procedures	4.A.2.b.1	Making Decisions and Solving Problems	5
4.A.2.b.1.I04.D06	Determine food production methods.	DetermineFoodProductionMethods	Determine	Food Production Methods	4.A.2.b.1.I04	Determine operational methods or procedures	4.A.2.b.1	Making Decisions and Solving Problems	4
4.A.2.b.1.I04.D07	Determine forestry techniques or methods.	DetermineForestryTechniquesMethods	Determine	Forestry Techniques Methods	4.A.2.b.1.I04	Determine operational methods or procedures	4.A.2.b.1	Making Decisions and Solving Problems	3
4.A.2.b.1.I04.D08	Determine construction project layouts.	DetermineConstructionProjectLayouts	Determine	Construction Project Layouts	4.A.2.b.1.I04	Determine operational methods or procedures	4.A.2.b.1	Making Decisions and Solving Problems	5
4.A.2.b.1.I04.D09	Determine production equipment settings.	DetermineProductionEquipmentSettings	Determine	Production Equipment Settings	4.A.2.b.1.I04	Determine operational methods or procedures	4.A.2.b.1	Making Decisions and Solving Problems	6
4.A.2.b.1.I04.D10	Determine appropriate methods for data analysis.	DetermineAppropriateMethodsDataAnalysis	Determine	Appropriate Methods Data Analysis	4.A.2.b.1.I04	Determine operational methods or procedures	4.A.2.b.1	Making Decisions and Solving Problems	11
4.A.2.b.1.I04.D11	Determine protocols for medical procedures.	DetermineProtocolsMedicalProcedures	Determine	Protocols Medical Procedures	4.A.2.b.1.I04	Determine operational methods or procedures	4.A.2.b.1	Making Decisions and Solving Problems	12
4.A.2.b.1.I04.D12	Choose optimal transportation routes or speeds.	ChooseOptimalTransportationRoutesSpeeds	Choose	Optimal Transportation Routes Speeds	4.A.2.b.1.I04	Determine operational methods or procedures	4.A.2.b.1	Making Decisions and Solving Problems	6
4.A.2.b.1.I04.D13	Determine technical requirements of productions or projects.	DetermineTechnicalRequirementsProductionsProjects	Determine	Technical Requirements Productions Projects	4.A.2.b.1.I04	Determine operational methods or procedures	4.A.2.b.1	Making Decisions and Solving Problems	12
4.A.2.b.1.I05.D01	Make decisions in legal cases.	MakeDecisionsLegalCases	Make	Decisions Legal Cases	4.A.2.b.1.I05	Make legal decisions	4.A.2.b.1	Making Decisions and Solving Problems	8
4.A.2.b.1.I05.D02	Rule on admissibility of legal proceedings.	RuleAdmissibilityLegalProceedings	Rule	Admissibility Legal Proceedings	4.A.2.b.1.I05	Make legal decisions	4.A.2.b.1	Making Decisions and Solving Problems	3
4.A.2.b.1.I06.D01	Diagnose dental conditions.	DiagnoseDentalConditions	Diagnose	Dental Conditions	4.A.2.b.1.I06	Diagnose health conditions or disorders	4.A.2.b.1	Making Decisions and Solving Problems	2
4.A.2.b.1.I06.D02	Diagnose medical conditions.	DiagnoseMedicalConditions	Diagnose	Medical Conditions	4.A.2.b.1.I06	Diagnose health conditions or disorders	4.A.2.b.1	Making Decisions and Solving Problems	38
4.A.2.b.1.I06.D03	Diagnose neural or psychological disorders.	DiagnoseNeuralPsychologicalDisorders	Diagnose	Neural Psychological Disorders	4.A.2.b.1.I06	Diagnose health conditions or disorders	4.A.2.b.1	Making Decisions and Solving Problems	9
4.A.2.b.1.I07.D01	Edit written materials.	EditWrittenMaterials	Edit	Written Materials	4.A.2.b.1.I07	Edit written materials or documents	4.A.2.b.1	Making Decisions and Solving Problems	25
4.A.2.b.1.I07.D02	Edit documents.	EditDocuments	Edit	Documents	4.A.2.b.1.I07	Edit written materials or documents	4.A.2.b.1	Making Decisions and Solving Problems	10
4.A.2.b.1.I08.D01	Estimate technical or resource requirements for development or production projects.	EstimateTechnicalResourceRequirementsDevelopment	Estimate	Technical Resource Requirements Development	4.A.2.b.1.I08	Determine resource needs of projects or operations	4.A.2.b.1	Making Decisions and Solving Problems	18
4.A.2.b.1.I08.D02	Identify information technology project resource requirements.	IdentifyInformationTechnologyProjectResource	Identify	Information Technology Project Resource	4.A.2.b.1.I08	Determine resource needs of projects or operations	4.A.2.b.1	Making Decisions and Solving Problems	8
4.A.2.b.1.I08.D03	Estimate labor requirements.	EstimateLaborRequirements	Estimate	Labor Requirements	4.A.2.b.1.I08	Determine resource needs of projects or operations	4.A.2.b.1	Making Decisions and Solving Problems	5
4.A.2.b.1.I08.D04	Calculate specific material, equipment, or labor requirements for production.	CalculateSpecificMaterialEquipmentLabor	Calculate	Specific Material Equipment Labor	4.A.2.b.1.I08	Determine resource needs of projects or operations	4.A.2.b.1	Making Decisions and Solving Problems	12
4.A.2.b.1.I08.D05	Determine resource needs.	DetermineResourceNeeds	Determine	Resource Needs	4.A.2.b.1.I08	Determine resource needs of projects or operations	4.A.2.b.1	Making Decisions and Solving Problems	11
4.A.2.b.1.I08.D06	Estimate labor or resource requirements for forestry, fishing, or agricultural operations.	EstimateLaborResourceRequirementsForestry	Estimate	Labor Resource Requirements Forestry	4.A.2.b.1.I08	Determine resource needs of projects or operations	4.A.2.b.1	Making Decisions and Solving Problems	1
4.A.2.b.1.I08.D07	Estimate supplies, ingredients, or staff requirements for food preparation activities.	EstimateSuppliesIngredientsStaffRequirements	Estimate	Supplies Ingredients Staff Requirements	4.A.2.b.1.I08	Determine resource needs of projects or operations	4.A.2.b.1	Making Decisions and Solving Problems	5
4.A.2.b.1.I08.D08	Estimate cost or material requirements.	EstimateCostMaterialRequirements	Estimate	Cost Material Requirements	4.A.2.b.1.I08	Determine resource needs of projects or operations	4.A.2.b.1	Making Decisions and Solving Problems	4
4.A.2.b.1.I08.D09	Estimate material requirements for production.	EstimateMaterialRequirementsProduction	Estimate	Material Requirements Production	4.A.2.b.1.I08	Determine resource needs of projects or operations	4.A.2.b.1	Making Decisions and Solving Problems	4
4.A.2.b.1.I08.D10	Estimate time requirements for development or production projects.	EstimateTimeRequirementsDevelopmentProduction	Estimate	Time Requirements Development Production	4.A.2.b.1.I08	Determine resource needs of projects or operations	4.A.2.b.1	Making Decisions and Solving Problems	3
4.A.2.b.1.I08.D11	Determine types of equipment, tools, or materials needed for jobs.	DetermineTypesEquipmentToolsMaterials	Determine	Types Equipment Tools Materials	4.A.2.b.1.I08	Determine resource needs of projects or operations	4.A.2.b.1	Making Decisions and Solving Problems	10
4.A.2.b.1.I08.D12	Estimate materials requirements for projects.	EstimateMaterialsRequirementsProjects	Estimate	Materials Requirements Projects	4.A.2.b.1.I08	Determine resource needs of projects or operations	4.A.2.b.1	Making Decisions and Solving Problems	10
4.A.2.b.1.I08.D13	Calculate requirements for equipment installation or repair projects.	CalculateRequirementsEquipmentInstallationRepair	Calculate	Requirements Equipment Installation Repair	4.A.2.b.1.I08	Determine resource needs of projects or operations	4.A.2.b.1	Making Decisions and Solving Problems	3
4.A.2.b.1.I08.D14	Estimate construction project labor requirements.	EstimateConstructionProjectLaborRequirements	Estimate	Construction Project Labor Requirements	4.A.2.b.1.I08	Determine resource needs of projects or operations	4.A.2.b.1	Making Decisions and Solving Problems	5
4.A.2.b.1.I09.D01	Implement organizational process or policy changes.	ImplementOrganizationalProcessPolicyChanges	Implement	Organizational Process Policy Changes	4.A.2.b.1.I09	Implement procedures or processes	4.A.2.b.1	Making Decisions and Solving Problems	57
4.A.2.b.1.I09.D02	Implement transportation changes to reduce environmental impact.	ImplementTransportationChangesReduceEnvironmental	Implement	Transportation Changes Reduce Environmental	4.A.2.b.1.I09	Implement procedures or processes	4.A.2.b.1	Making Decisions and Solving Problems	4
4.A.2.b.1.I09.D03	Apply new technologies to improve work processes.	ApplyNewTechnologiesImproveWork	Apply	New Technologies Improve Work	4.A.2.b.1.I09	Implement procedures or processes	4.A.2.b.1	Making Decisions and Solving Problems	5
4.A.2.b.1.I09.D04	Implement advertising or marketing initiatives.	ImplementAdvertisingMarketingInitiatives	Implement	Advertising Marketing Initiatives	4.A.2.b.1.I09	Implement procedures or processes	4.A.2.b.1	Making Decisions and Solving Problems	11
4.A.2.b.1.I09.D05	Implement financial decisions.	ImplementFinancialDecisions	Implement	Financial Decisions	4.A.2.b.1.I09	Implement procedures or processes	4.A.2.b.1	Making Decisions and Solving Problems	6
4.A.2.b.1.I09.D06	Implement design or process improvements.	ImplementDesignProcessImprovements	Implement	Design Process Improvements	4.A.2.b.1.I09	Implement procedures or processes	4.A.2.b.1	Making Decisions and Solving Problems	14
4.A.2.b.1.I10.D01	Select tools, equipment, or technologies for use in operations or projects.	SelectToolsEquipmentTechnologiesUse	Select	Tools Equipment Technologies Use	4.A.2.b.1.I10	Select materials or equipment for operations or projects	4.A.2.b.1	Making Decisions and Solving Problems	14
4.A.2.b.1.I10.D02	Select project materials.	SelectProjectMaterials	Select	Project Materials	4.A.2.b.1.I10	Select materials or equipment for operations or projects	4.A.2.b.1	Making Decisions and Solving Problems	8
4.A.2.b.1.I10.D03	Select materials or props.	SelectMaterialsProps	Select	Materials Props	4.A.2.b.1.I10	Select materials or equipment for operations or projects	4.A.2.b.1	Making Decisions and Solving Problems	14
4.A.2.b.1.I10.D04	Select equipment, materials, or supplies for cleaning or maintenance activities.	SelectEquipmentMaterialsSuppliesCleaning	Select	Equipment Materials Supplies Cleaning	4.A.2.b.1.I10	Select materials or equipment for operations or projects	4.A.2.b.1	Making Decisions and Solving Problems	4
4.A.2.b.1.I10.D05	Select production input materials.	SelectProductionInputMaterials	Select	Production Input Materials	4.A.2.b.1.I10	Select materials or equipment for operations or projects	4.A.2.b.1	Making Decisions and Solving Problems	20
4.A.2.b.1.I10.D06	Select production equipment according to product specifications.	SelectProductionEquipmentAccordingProduct	Select	Production Equipment According Product	4.A.2.b.1.I10	Select materials or equipment for operations or projects	4.A.2.b.1	Making Decisions and Solving Problems	28
4.A.2.b.1.I10.D07	Select construction materials.	SelectConstructionMaterials	Select	Construction Materials	4.A.2.b.1.I10	Select materials or equipment for operations or projects	4.A.2.b.1	Making Decisions and Solving Problems	14
4.A.2.b.1.I10.D08	Select medical equipment for addressing patient needs.	SelectMedicalEquipmentAddressingPatient	Select	Medical Equipment Addressing Patient	4.A.2.b.1.I10	Select materials or equipment for operations or projects	4.A.2.b.1	Making Decisions and Solving Problems	4
4.A.2.b.1.I10.D09	Select construction equipment.	SelectConstructionEquipment	Select	Construction Equipment	4.A.2.b.1.I10	Select materials or equipment for operations or projects	4.A.2.b.1	Making Decisions and Solving Problems	8
4.A.2.b.1.I10.D10	Select educational materials or equipment.	SelectEducationalMaterialsEquipment	Select	Educational Materials Equipment	4.A.2.b.1.I10	Select materials or equipment for operations or projects	4.A.2.b.1	Making Decisions and Solving Problems	39
4.A.2.b.1.I10.D11	Select resources needed to accomplish tasks.	SelectResourcesNeededAccomplishTasks	Select	Resources Needed Accomplish Tasks	4.A.2.b.1.I10	Select materials or equipment for operations or projects	4.A.2.b.1	Making Decisions and Solving Problems	10
4.A.2.b.1.I11.D01	Edit audio or video recordings.	EditAudioVideoRecordings	Edit	Audio Video Recordings	4.A.2.b.1.I11	Alter audio or video recordings	4.A.2.b.1	Making Decisions and Solving Problems	15
4.A.2.b.1.I11.D02	Mix sound inputs.	MixSoundInputs	Mix	Sound Inputs	4.A.2.b.1.I11	Alter audio or video recordings	4.A.2.b.1	Making Decisions and Solving Problems	6
